;2.0;pitch_std;avg_note_duration;4.0;class_label
0;0.10601719197707736;130.5264701625565;0.9656160458452722;0.0;baroque
1;0.2535816618911175;129.32075052090394;1.8395415472779366;0.15472779369627507;baroque
2;0.09645669291338584;136.930397805669;1.1594488188976375;0.06889763779527561;baroque
3;0.10231164383561643;162.05974355991384;0.8496361301369864;0.009417808219178082;baroque
4;0.0178117048346056;155.0740029496787;0.5092239185750637;0.0;baroque
5;0.0627430645579466;180.45842165554242;0.8799585169821105;0.009074410163339385;baroque
6;0.03347280334728033;180.69323210797074;0.5609683203825463;0.002390914524805738;baroque
7;0.5851735015772871;193.75477886851183;1.7610410094637223;0.02996845425867508;baroque
8;0.1724137931034483;144.32782056169248;1.3793103448275863;0.0;baroque
9;0.006923076923076922;181.57954121882847;0.4507692307692308;0.002307692307692308;baroque
10;0.00453514739229025;247.54222344311174;0.5366419294990723;0.0;baroque
11;0.0;185.37664269875583;0.4038796102992345;0.0;baroque
12;0.02066590126291619;111.00725895083258;0.43369690011481055;0.003444316877152698;baroque
13;0.09302631578947368;150.5020218024119;0.8846052631578948;0.006973684210526316;baroque
14;0.002177068214804064;206.10099977133962;0.4196298984034833;0.001451378809869376;baroque
15;0.0;253.72549889675503;0.4710144927536232;0.006587615283267457;baroque
16;0.01774397972116603;212.0291788708509;0.5405576679340938;0.0;baroque
17;0.4489685124864278;140.4974459781133;1.6620521172638436;0.08794788273615635;baroque
18;0.0;64.02947172484726;0.4644112478031634;0.015817223198594032;baroque
19;0.0447585394581861;146.86102646193916;0.7043580683156655;0.0;baroque
20;0.5354131534569984;132.6840362423033;2.7154300168634062;0.2580101180438449;baroque
21;0.058604265893559736;156.91469434773984;0.7204390142886726;0.0031062331745703047;baroque
22;0.058604265893559736;156.91469434773984;0.7204390142886726;0.0031062331745703047;baroque
23;0.22372881355932206;117.6073282157362;1.2870056497175142;0.03728813559322034;baroque
24;0.2431924882629108;125.55959081224829;1.2901408450704226;0.04788732394366197;baroque
25;0.12267616609150618;208.07171081135115;0.8925192029388845;0.014137815874429478;baroque
26;0.0;239.27477069469703;0.6017156862745098;0.0;baroque
27;0.0118595825426945;315.5847431490373;0.6252371916508539;0.0;baroque
28;0.015775917578879587;209.98196171232263;0.4888119768190599;0.005795235028976175;baroque
29;0.048943270300333706;233.88921695365227;0.6657397107897665;0.008898776418242492;baroque
30;0.4220354808590103;171.78204877560077;2.1811391223155927;0.1942110177404295;baroque
31;0.030660377358490563;194.75636400053799;0.6702044025157232;0.016509433962264147;baroque
32;0.031146767343086364;252.47050741834053;0.6228173666823974;0.0;baroque
33;0.15408118725447406;140.70723085905797;1.1729594063727629;0.02182453077258839;baroque
34;0.0791015625;172.64325086853336;0.936474609375;0.0056640625;baroque
35;0.006857745735888869;205.91300600704938;0.4577105679620186;0.0008791981712678037;baroque
36;0.0;160.14399471406566;0.57734375;0.0;baroque
37;0.0209070615778298;194.8862492080262;0.5880179125605706;0.0031033919529591114;baroque
38;0.018501126972201357;217.4336170235546;0.5511911470072627;0.005447032306536439;baroque
39;0.11285500747384156;147.7218806355531;1.141255605381166;0.0;baroque
40;0.22192151556156967;125.12902970568628;1.3504736129905277;0.06765899864682004;baroque
41;0.2988721804511279;45.470982557644845;1.6560150375939853;0.0968045112781955;baroque
42;0.29684601113172543;47.14291613734172;1.6651205936920224;0.0927643784786642;baroque
43;0.2289855072463768;146.09888321741462;1.4430641821946169;0.0968944099378882;baroque
44;0.2992036405005688;147.8037615593776;1.7906712172923778;0.1353811149032992;baroque
45;0.2532399299474605;118.6884150613261;1.4052539404553417;0.04605954465849388;baroque
46;0.24188481675392676;125.00579002681313;1.3832460732984293;0.061780104712041886;baroque
47;0.21308840413318025;169.03199003240962;1.3504018369690012;0.05533869115958668;baroque
48;0.0;204.6162316690173;0.7160433070866141;0.0;baroque
49;0.21600000000000005;153.32040620506163;1.3513333333333333;0.05066666666666665;baroque
50;0.019157088122605363;113.16329237704524;0.9980842911877394;0.0;baroque
51;0.2098138747884941;130.02842802772147;1.3790186125211503;0.08629441624365483;baroque
52;0.17142857142857146;128.41047072740315;1.0838709677419356;0.025806451612903226;baroque
53;0.002346041055718475;215.4216033567729;0.4265395894428152;0.0;baroque
54;0.1520292747837658;145.00472870321514;3.4617431803060548;0.3995342648037259;baroque
55;0.1246660730186999;158.63580013018014;0.9216384683882458;0.020480854853072127;baroque
56;0.01796821008984105;192.70335360020343;0.4650426169085465;0.0;baroque
57;0.018092530369604547;229.28313036999057;0.5297880589299561;0.011372447660894288;baroque
58;0.013623978201634877;231.62924098322966;0.5134877384196185;0.008719346049046322;baroque
59;0.09600537092984224;200.43862107746492;1.2012420275260154;0.0;baroque
60;0.10187027457222443;146.6206832326174;0.8058097890966972;0.0;baroque
61;0.006106870229007634;171.44896653525186;0.5745547073791348;0.0;baroque
62;0.0;146.6877459776052;0.5126564277588168;0.0;baroque
63;0.1780515117581187;201.15729285541275;1.6511758118701008;0.06159014557670772;baroque
64;0.007947976878612716;173.4990356283726;0.5932080924855492;0.0;baroque
65;0.005434782608695652;192.4627001752568;0.39228940217391306;0.005163043478260868;baroque
66;0.003627569528415962;148.9937900369024;0.3630592503022975;0.0;baroque
67;0.0;93.82327428399252;0.5812441968430826;0.0;baroque
68;0.035098522167487683;174.0444010835133;0.5842056650246306;0.002309113300492611;baroque
69;0.022843373493975902;182.1461876677625;0.6351646586345381;0.0;baroque
70;0.05512367491166077;183.25066804638888;0.6664310954063605;0.0;baroque
71;0.06346967559943582;162.90079731216412;0.7010578279266573;0.010437235543018336;baroque
72;0.0;119.15361746633629;0.4382004482869036;0.0;baroque
73;0.14989733059548255;121.3275344822762;0.9034907597535934;0.03696098562628337;baroque
74;0.00960279353993889;172.3231989106474;0.4081187254474029;0.0;baroque
75;0.1773049645390071;153.70425787148838;1.216312056737589;0.0;baroque
